2023-05-10 20:05:11,280 : OpenApp : no
2023-05-10 20:05:11,281 : QuizApp EXIT
2023-05-10 20:05:16,519 : OpenApp : yes
2023-05-10 20:05:16,519 : QuizApp START
2023-05-10 20:07:03,874 : OpenApp : no
2023-05-10 20:07:03,875 : QuizApp EXIT
2023-05-10 20:07:03,875 : QuizApp __END__
2023-05-10 20:08:35,209 : OpenApp : yes
2023-05-10 20:08:35,210 : QuizApp Start
2023-05-10 20:08:55,155 : OpenApp : yes
2023-05-10 20:08:55,155 : QuizApp Start
2023-05-10 20:09:06,594 : OpenApp : no
2023-05-10 20:09:06,594 : QuizApp Exit
2023-05-10 20:09:06,594 : QuizApp __END__
2023-05-10 20:09:20,874 : OpenApp : yes
2023-05-10 20:09:20,874 : QuizApp Start
2023-05-10 20:09:34,064 : OpenApp : yes
2023-05-10 20:09:34,064 : QuizApp Start
2023-05-10 20:09:35,899 : QuizApp __END__
